"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"biom","BiometricContextImage","biom:BiometricContextImage",1,0,"","","","An image of a biometric representing associated context elsewhere in a transaction package","biom","SegmentedImageType","biom:SegmentedImageType","biom","BiometricImageAbstract","biom:BiometricImageAbstract"
"biom","BiometricCoordinate","biom:BiometricCoordinate",1,0,"","","","A service used to determine the biometric coordinate.","biom","BiometricCoordinateType","biom:BiometricCoordinateType",,,
"biom","BiometricCoordinateAugmentationPoint","biom:BiometricCoordinateAugmentationPoint",1,1,"","","","An augmentation point for BiometricCoordinateType",,,,,,
"biom","BiometricCoordinateIdentification","biom:BiometricCoordinateIdentification",1,0,"","","","An identification for representing the biometric coordinate.","nc","IdentificationType","nc:IdentificationType",,,
"biom","BiometricDataAugmentationPoint","biom:BiometricDataAugmentationPoint",1,1,"","","","An augmentation point for biom:BiometricDataType.",,,,,,
"biom","BiometricDescriptionText","biom:BiometricDescriptionText",1,0,"","","","A description of a biometric.","nc","TextType","nc:TextType",,,
"biom","BiometricDetailAbstract","biom:BiometricDetailAbstract",1,1,"","","","A data concept for capturing details.",,,,,,
"biom","BiometricEncodingMethodText","biom:BiometricEncodingMethodText",1,0,"","","","A method used to encode a biometric.","nc","TextType","nc:TextType",,,
"biom","BiometricID","biom:BiometricID",1,0,"","","","An identifier used to uniquely refer to a biometric.","nc","IdentificationType","nc:IdentificationType",,,
"biom","BiometricImageAbstract","biom:BiometricImageAbstract",1,1,"","","","A data concept for a biometric image",,,,,,
"biom","BiometricLabAnalysisText","biom:BiometricLabAnalysisText",1,0,"","","","An analysis of a biometric sample.","nc","TextType","nc:TextType",,,
"biom","BiometricRepositoryDescriptionText","biom:BiometricRepositoryDescriptionText",1,0,"","","","A description of the storage of a biometric sample.","nc","TextType","nc:TextType",,,
"biom","BiometricRepositoryOrganization","biom:BiometricRepositoryOrganization",1,0,"","","","A description of the storage of a biometric sample.","nc","OrganizationType","nc:OrganizationType",,,
"biom","BiometricStatus","biom:BiometricStatus",1,0,"","","","A status of a biometric sample.","nc","StatusType","nc:StatusType",,,
"biom","BiometricTestDate","biom:BiometricTestDate",1,0,"","","","A date a biometric sample was tested.","nc","DateType","nc:DateType",,,
"biom","BiometricTestDescriptionText","biom:BiometricTestDescriptionText",1,0,"","","","A description of how a biometric sample was tested.","nc","TextType","nc:TextType",,,
"biom","BiometricTester","biom:BiometricTester",1,0,"","","","An entity that tested a biometric sample.","nc","EntityType","nc:EntityType",,,
"biom","BiometricTestMethodText","biom:BiometricTestMethodText",1,0,"","","","A method used to test a biometric sample.","nc","TextType","nc:TextType",,,
"biom","BiometricValueText","biom:BiometricValueText",1,0,"","","","A textual representation of the value of a biometric.","nc","TextType","nc:TextType",,,
"biom","BottomIsQuantity","biom:BottomIsQuantity",1,0,"","","","A number of pixels in the bottom coordinate of the Image.","nc","QuantityType","nc:QuantityType",,,
"biom","CaptureDate","biom:CaptureDate",1,0,"","","","A date that an image was captured","nc","DateType","nc:DateType",,,
"biom","CaptureDateEstimateRangeDuration","biom:CaptureDateEstimateRangeDuration",1,0,"","","","A range of uncertainty as to when the image was captured","niem-xs","duration","niem-xs:duration",,,
"biom","CaptureDevice","biom:CaptureDevice",1,0,"","","","A data type for a set of information regarding the captured device information","biom","DeviceType","biom:DeviceType",,,
"biom","CaptureDeviceMonitoringModeAbstract","biom:CaptureDeviceMonitoringModeAbstract",1,1,"","","","A data concept for a level of human monitoring for an image capture device",,,,,,
"biom","CaptureDeviceMonitoringModeCode","biom:CaptureDeviceMonitoringModeCode",1,0,"","","","A level of human monitoring for an image capture device","biom","CaptureDeviceMonitoringModeCodeType","biom:CaptureDeviceMonitoringModeCodeType","biom","CaptureDeviceMonitoringModeAbstract","biom:CaptureDeviceMonitoringModeAbstract"
"biom","CaptureHorizontalPixelDensityValue","biom:CaptureHorizontalPixelDensityValue",1,0,"","","","A scanned pixel density in horizontal direction","niem-xs","positiveInteger","niem-xs:positiveInteger",,,
"biom","CaptureIdentification","biom:CaptureIdentification",1,0,"","","","An identification of the activity of capturing the image; can be used to link images that were obtained simultaneously","nc","IdentificationType","nc:IdentificationType",,,
"biom","CaptureOrganization","biom:CaptureOrganization",1,0,"","","","An organization that originally captured an image","nc","OrganizationType","nc:OrganizationType",,,
"biom","CaptureResolutionAbstract","biom:CaptureResolutionAbstract",1,1,"","","","A data concept for a minimum or native resolution",,,,,,
"biom","CaptureUTCDateTime","biom:CaptureUTCDateTime",1,0,"","","","A UTC date and time for the capture of a biometric sample","nc","ZuluDateTimeType","nc:ZuluDateTimeType",,,
"biom","CaptureVerticalPixelDensityValue","biom:CaptureVerticalPixelDensityValue",1,0,"","","","A scanned pixel density in the vertical direction","niem-xs","positiveInteger","niem-xs:positiveInteger",,,
"biom","CBEFFCategoryCode","biom:CBEFFCategoryCode",1,0,"","","","A kind of biometric modality as described by CBEFF","biom","CBEFFCategoryCodeType","biom:CBEFFCategoryCodeType",,,
"biom","CBEFFFormatCategoryID","biom:CBEFFFormatCategoryID",1,0,"","","","An identifier of a format designated by the owner","biom","HexDoubleByteType","biom:HexDoubleByteType",,,
"biom","CBEFFFormatOwnerID","biom:CBEFFFormatOwnerID",1,0,"","","","An assigned identifier specifying a biometric format","biom","HexDoubleByteType","biom:HexDoubleByteType",,,
"biom","CBEFFImage","biom:CBEFFImage",1,0,"","","","An image of a CBEFF record","biom","CBEFFImageType","biom:CBEFFImageType","biom","BiometricImageAbstract","biom:BiometricImageAbstract"
"biom","CBEFFImageAugmentationPoint","biom:CBEFFImageAugmentationPoint",1,1,"","","","An augmentation point for CBEFFImageType.",,,,,,
"biom","CBEFFProductID","biom:CBEFFProductID",1,0,"","","","A unique registered identifier of minutiae encoding equipment; 9.126c PID","niem-xs","hexBinary","niem-xs:hexBinary",,,
"biom","CBEFFVersionID","biom:CBEFFVersionID",1,0,"","","","A identifier for the version number of the CBEFF specification that this record conforms to","nc","TextType","nc:TextType",,,
"biom","CellPhoneTowerCodeText","biom:CellPhoneTowerCodeText",1,0,"","","","A distinguishing description of the cell phone tower that relayed the audio data at the start of a specific time segment or segments.","nc","TextType","nc:TextType",,,
"biom","ChannelCommentText","biom:ChannelCommentText",1,0,"","","","A comment to identify or describe the transduction and transmission channels of a recording.","nc","TextType","nc:TextType",,,
"biom","CheiloscopicImageInformation","biom:CheiloscopicImageInformation",1,0,"","","","A data field that is particularly useful if the image contained in this record is of an injury or latent image on a person. However, its use is not limited to such circumstances. SMT size or size of injury or identifying characteristic / SMS should","biom","CheiloscopicImageInformationType","biom:CheiloscopicImageInformationType",,,
"biom","CheiloscopicImageInformationAugmentationPoint","biom:CheiloscopicImageInformationAugmentationPoint",1,1,"","","","An augmentation point for CheiloscopicImageInformationType.",,,,,,
"biom","CodecCategoryCode","biom:CodecCategoryCode",1,0,"","","","A CODEC used to encode a digital data stream or signal.","biom","CodecCategoryCodeType","biom:CodecCategoryCodeType",,,
"biom","CodecCommentText","biom:CodecCommentText",1,0,"","","","A comment to contain additional information about the codec or additional instructions for reconstruction of the original digital media data file.","nc","TextType","nc:TextType",,,
"biom","CodecDetails","biom:CodecDetails",1,0,"","","","A container for descriptive information about the encoding of a digital media data file.","biom","CodecDetailsType","biom:CodecDetailsType",,,
"biom","CodecDetailsAugmentationPoint","biom:CodecDetailsAugmentationPoint",1,1,"","","","An augmentation point for CodecDetailsType.",,,,,,
"biom","CodecExternalReferenceCodeText","biom:CodecExternalReferenceCodeText",1,0,"","","","A kind of code that contains the 'reference code' from the table of codecs available at http://www.nist.gov/itl/iad/ig/ansi_standard.cfm","nc","TextType","nc:TextType",,,
"biom","ContentDiaryInformationAugmentationPoint","biom:ContentDiaryInformationAugmentationPoint",1,1,"","","","An augmentation point for ContentDiaryInformationType.",,,,,,
"biom","ContentFirstRecordCategoryCode","biom:ContentFirstRecordCategoryCode",1,0,"","","","A kind of first record; always 1","biom","FirstRecordCategoryCodeType","biom:FirstRecordCategoryCodeType",,,
"biom","ContentInformationAugmentationPoint","biom:ContentInformationAugmentationPoint",1,1,"","","","An augmentation point for ContentInformationType.",,,,,,
"biom","ContentRecordQuantity","biom:ContentRecordQuantity",1,0,"","","","A total number of records in the transaction, not counting the Type-1 record","nc","QuantityType","nc:QuantityType",,,
"biom","ContentRecordSummary","biom:ContentRecordSummary",1,0,"","","","A summary of the contents of one record in the transaction other than the Type-1 transaction record","biom","ContentRecordSummaryType","biom:ContentRecordSummaryType",,,
"biom","ContentRecordSummaryAugmentationPoint","biom:ContentRecordSummaryAugmentationPoint",1,1,"","","","An augmentation point for ContentRecordSummaryType.",,,,,,
"biom","ContextCommentText","biom:ContextCommentText",1,0,"","","","A comment about a context media record","nc","TextType","nc:TextType",,,
"biom","ContextFileCategoryText","biom:ContextFileCategoryText",1,0,"","","","A kind of file holding an associated context representation, represented as a file suffix or other description of the file","nc","TextType","nc:TextType",,,
"biom","ContextFileDecodingInstructionsText","biom:ContextFileDecodingInstructionsText",1,0,"","","","A description of decoding instructions for a file holding an associated context representation","nc","TextType","nc:TextType",,,
"biom","ContextFileFormat","biom:ContextFileFormat",1,0,"","","","A description of a file holding an associated context representation, and decoding instructions","biom","ContextFileFormatType","biom:ContextFileFormatType",,,
"biom","ContextFileFormatAugmentationPoint","biom:ContextFileFormatAugmentationPoint",1,1,"","","","An augmentation point for ContextFileFormatType.",,,,,,
"biom","ContextID","biom:ContextID",1,0,"","","","An index identifier to a particular instance of a Type-21 record in the transaction","biom","Integer1To255Type","biom:Integer1To255Type",,,
